train,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
001А-Купе,0.413662332547427,0.676598250245113,0.4164204550897289,0.5424631132081227,-0.6729118883821003,-0.28548468054834647,-1.1803784866376874
002А-Купе,0.7809293315658276,0.4405027363853589,0.5519718218346872,-0.6700104145910838,-0.6736842018643091,0.04977493883527249,-0.4389338881701352
005А-СВ,0.1158334915094805,0.6736012886265589,0.535484240587899,0.30122152393832136,-0.32589335912837214,-0.050357924549896405,-1.6308882767720794
006А-СВ,0.34110748622051273,0.5404523007883293,0.4330107843455906,-0.45173098697829234,-0.9926707307734344,0.12079957463944752,-0.09209060202226212
701Н-СВ,-0.7319947703728524,-0.48558028110035223,-0.25385785152767004,0.07841552036731178,0.47608128233190805,0.2753480351539002,0.6814788998256319
701Н-Сидячий,-0.6286046144524723,0.7073947913311471,0.3229433589377858,0.30258633127969436,0.3962495903230078,-0.8488962073483488,-0.40099702598832826
703Н-СВ,0.22335827406455416,0.5051625555048844,0.5534010071861349,0.40758087283937044,-0.05054099646151808,-0.19551992256105402,-1.6922389677086935
703Н-Сидячий,-0.22725562473140315,0.7290868213755868,0.6750452994491796,0.3153353901090499,-0.12107314895494083,-0.06323835684806199,-1.5927685955911977
705Н-СВ,0.6641221285483989,0.5174754865133727,0.39087953742104387,0.0007907201234485365,-0.9946552016305773,0.4102291350798786,-1.798103366149493
705Н-Сидячий,0.11826196946284377,0.8601439758660896,0.7412516495886086,0.34521635856707156,-0.48832070539296246,0.150598102887676,-2.3561890605613125
707Н-СВ,0.4048068563344037,0.20098948062460548,0.22406517464490694,0.15947453824301322,-0.137405988836455,0.6721587051932928,-2.0191007782826262
707Н-Сидячий,0.4006685931424033,0.48269899330008115,0.6367694683928554,0.05837126333733943,-0.15748316772686372,0.30696952942102435,-2.6694530153203853
709Н-СВ,0.40366909177118937,0.14490513638774194,0.4144080664413558,0.21772619779074678,0.10433511643260222,0.10120384114060817,-2.4446678321217
709Н-Сидячий,0.5117315403350546,0.5154322213493165,0.3975077770922449,0.45370785451685136,0.035898997715428926,0.017946157426602338,-2.675278876840528
751А-B1,-1.0538484806712634,-0.262069419660578,-0.1784488999219939,-0.5129178453311616,0.6605068703459246,0.5733216190277188,0.648077178127119
751А-B2,-1.4080642025425658,-0.16109112028006617,-0.3998491680735669,-0.26305431843085597,0.8392453083247414,0.4239194514637392,0.7405936126945879
751А-C1,-1.013065286890086,-0.5554632445344764,-0.3524082995737626,-0.4164625421400082,0.43852941323877026,0.7701801040993104,0.7558196617083527
751А-C2,-1.7635953854889692,0.20169909834988334,0.3589092628081659,0.5995593467668033,0.7681414406985617,-0.3442040117498109,0.38746590524672764
752А-B1,-1.025875462421136,-0.09938354291195126,0.4199840196261584,0.03318442047283118,-0.475107781658008,0.681429870124115,0.7273233937596445
752А-B2,0.18547069773783312,0.05797147116269336,0.3436534007716465,-0.16902750308715647,-0.713865413432521,-0.6892746077716311,0.8263434384647024
752А-C1,0.16256261721701412,-0.3819526145312685,-0.003863179832244702,-0.6646954994712202,-0.3832617781956546,0.3504006373634759,0.9251351482741206
752А-C2,0.11651384864830018,0.6124398738710551,0.5563927774922781,-0.11756472242439181,-0.7978315234303586,-1.2994522573481482,0.6877678354492739
753А-B1,-0.549098663573549,-0.8198917916773091,0.022094481114366325,-0.3119670615504432,0.40379244232173334,0.4958259428875886,0.8251313758298322
753А-B2,-1.2540235319970265,-0.4399768675497661,0.16365733537801486,0.26307103239474566,0.5394322110607098,0.12141251254761871,0.4412347635402891
753А-C1,-1.043907799448371,-0.562262049142884,-0.280582935031544,0.10357662099145766,0.2809450080032628,0.49806679143030835,0.8750012751673676
753А-C2,-0.9788671620920756,0.16063120567593459,0.6758120782697707,0.6199495961631112,0.28660961123862094,-0.760447845607467,-0.08952515291869273
754А-B1,-0.11869958654324358,0.09285848595026477,-0.34280389350847995,-0.6148968335593786,-0.30341116472764845,0.3514629898768201,0.8631011535819021
754А-B2,0.08226379145270167,0.3813959382698101,0.367568597909488,-0.22576697689535175,-0.8935332579134236,-0.7044322217499709,0.7758714081597002
754А-C1,0.1583961203594033,-0.3462742698061005,0.21349068414809735,-0.5285435488532321,-0.6734426348738016,0.21340349539424816,0.8741069120517158
754А-C2,0.22284536022115262,0.5309672998617708,0.660117030533482,-0.11284996249095683,-1.0583149726236196,-0.7687578291528425,0.4879575131809597
755А-B1,-0.48776156795665093,-1.1540188676339098,-0.2260562911455635,0.1825511638139397,0.483957551013735,0.788060265878455,0.47323003870869024
755А-B2,-1.1071151985921213,0.18912706296510365,0.3192039805193787,0.347941896737032,0.42671630891382306,-0.19713423710767564,-0.08306437774764487
755А-C1,-0.9523769405096061,-0.7199613028615081,0.16542979719636117,0.1697036303957936,0.3754005374778149,0.4475246359904836,0.3740172353715915
755А-C2,-0.6316136837446097,0.9124712508066807,0.7155882485218128,0.6912064448593742,0.09158485734370352,-1.0244371007308328,-0.6444627615607428
756А-B1,0.10148424038967646,0.3024089386752901,-0.14228190231485097,-0.5365698903459115,-0.9701001948448865,0.4406354804791673,0.8403228439334192
756А-B2,-0.025955946363113214,0.566649726697569,0.25776858189937985,-0.07275654869102877,-0.9927265855989623,-0.3321399287233891,0.6595918157557747
756А-C1,0.4021458090339565,-0.060252958272086404,0.012814429945744629,-0.3531573365522238,-1.19065377778865,0.5284937307993435,0.7122948990159315
756А-C2,0.07779769054568796,0.7831329424707799,0.7648146284867262,-0.3169738032389563,-1.0440381537725012,-0.7269186111145011,0.4262246260340192
759А-B1,0.03291711017141062,-0.3860744251798351,-0.1388223760718073,-0.23437509055722194,-0.10798137044913714,0.7003507709511407,0.17591447920737988
759А-B2,-1.1717793670464884,0.44104421458100584,0.874632783035175,0.6921298783287821,-0.1164812994157119,-0.33189458059364163,-0.5319465985411146
759А-C1,-0.43355928351590434,-0.06727335503706051,0.2920576866702231,0.3752757009549089,-0.3813096657236627,0.611394433914524,-0.4414690307685488
759А-C2,-0.7175057444124529,0.7726136279455292,1.0350830447146737,0.5678583901786329,-0.30343385184792004,-0.8387574374916142,-0.477250252275296
760А-B1,0.18301744351213828,0.056188670600256084,0.2784917838474716,-0.711548073944599,-0.8419803790461223,0.24665740718254958,0.7676673960836642
760А-B2,-0.3473281461525418,0.754194503897587,0.34538104895262434,-0.20359495888794274,-0.5904102858955522,-0.37635844716154915,0.23170208643688722
760А-C1,-0.021033795956053293,0.2725468750239141,0.05690576856875424,-0.5856929385975004,-1.042126848596398,0.5115236586939877,0.5261550661927649
760А-C2,-0.5117343102956954,0.7239857406939515,0.6582075762070984,-0.08264223106975704,-0.889886915543657,-0.5976266236945328,0.369107242155998
767А-B1,0.042584128528271786,0.3080746129869904,0.2763010036316611,0.2922748804982908,-0.27356982880906383,0.2712399015156334,-1.433838021638758
767А-B2,0.08202273180272039,0.7789095719393011,0.7866942493590248,0.307491786905252,-0.2388999501002279,-0.1394427233943201,-1.8915121833029234
767А-C1,0.09891931005692708,0.7048507750540811,0.14669879937911567,0.4282473452549706,-0.14020862759760844,0.33067037947342576,-2.127728732521938
767А-C2,-0.11766954246565091,0.6926788208778519,0.9051054962410522,0.6575869643610979,-0.23203101435294224,-0.10818552506749929,-2.09913369269079
768А-B1,0.1676785011718811,0.14990982958156338,0.536670228286339,-0.4311366647791206,-1.2075970319974123,0.6868838784623165,0.06717655617824932
768А-B2,0.01935771778559474,0.43970763321852385,0.1976972287692438,-0.1997271017449798,-1.0143815588492942,0.3671177233360268,0.13465022219159153
768А-C1,0.34070167823761294,0.5126327422977011,-0.25703922194398116,-0.4869688402592841,-0.8020741022300294,0.3596448213248733,0.33399389922107064
768А-C2,0.23694010257245654,0.8454357831913376,0.7124264493258147,0.05385986330010705,-1.3440829256188511,0.028893688898135626,-0.5771074047381222
769А-B1,0.2853757038863977,0.1786078727813319,0.3536767380223569,0.20486296252158243,-0.2727441150256886,0.04512992051416673,-1.6618021613873986
769А-B2,0.08249283285733308,0.590789139099027,0.963344974980145,0.4857981062122655,-0.330323584520303,-0.24486558343025056,-1.7912200237322777
769А-C1,-0.07487846100789045,0.6361584514160019,0.4487610944954683,0.4242782359683293,0.04318365982753145,0.3084648176600124,-1.972052424296185
769А-C2,-0.05004046879389912,0.7724847333370195,0.8454958033809798,0.5103364229575106,-0.33187019531751877,-0.08901775229146468,-2.2325533121479793
770А-B1,0.2583044961702934,0.45577383165902674,0.078258368421893,-0.8648351589684803,-1.3074054089103038,0.583088601313277,0.5721873392865456
770А-B2,0.07304413484284031,0.6502626953540903,0.551038388854924,-0.3120438901651426,-1.1648723575329276,0.46129669992798217,-0.26800267636199626
770А-C1,0.16232859535453345,0.18645165320463103,-0.06953996298887063,-0.48340563302872563,-0.9735493227589073,0.9618543426855576,0.256734851215122
770А-C2,0.22828622949709468,0.867653200438037,0.7586193151499462,-0.10022482812562335,-1.5354358084899944,0.2595090636848271,-0.5706564555990954
772А-B1,0.6151911863482046,0.21196645640279665,-0.13634810804751868,-0.7864250076665718,-0.9480573727306044,0.7699754326754807,0.27875140357558553
772А-B2,0.38024772102078774,0.5781920091332159,0.2692432040844593,-0.15430679810011314,-1.811441149618749,0.7624666606771622,-0.19968513866550655
772А-C1,0.4622055365610162,0.25107237941624544,-0.3502730738893444,-0.5129178892687999,-1.411124886776428,1.0053227784496686,0.45970370376671005
772А-C2,0.30401074620954066,0.7290774399558686,0.7712200382192034,0.12188618434751647,-1.8977104575143726,0.4841606970918015,-0.515572853859141
773А-B1,0.11149278719111136,0.3738162294346425,0.050935005309124225,-0.2698848115084254,-0.4459721519963221,0.9198594647673544,-1.7113465956422005
773А-B2,-0.13209854907740817,0.5179210523953096,0.7080764824627919,0.4942249359413362,-0.5728425496524369,-0.08160921370213303,-2.0190287235541513
773А-C1,0.04563106396820002,0.4710034992254268,0.6534220039765843,0.3493265149788447,-0.2703188159170196,0.4428118292219382,-1.8076563092835365
773А-C2,-0.038345354515619816,0.551205258411233,0.750169021755953,0.5711827251097868,-0.6140440719746721,0.10183610361502116,-2.3510872078483867
775А-B1,0.20724894416918052,0.3488989358538755,0.12046437738307061,0.10705439660114204,0.11198490352361298,0.6571259045153371,-1.8978391202787013
775А-B2,0.3851716897324265,0.5624760932856939,0.7595005013286383,0.4937338105916798,-0.4155860861354495,0.32581811350463324,-2.1029533975229993
775А-C1,0.4703613523364937,0.3941055167890503,0.39367436178199305,0.3198067544757993,-0.25103508414009296,0.5910127303075229,-1.978477278027431
775А-C2,0.16427449354646398,0.5743567555295995,0.6452510108291889,0.5339692322377486,-0.29513315208059326,0.3121150739169901,-2.3666832750677527
776А-B1,0.7057682192625574,0.3775645483005907,0.16310794732047912,-0.9325494188634598,-1.4511119075690995,0.709780003528928,0.2760350213842104
776А-B2,0.7953035953862657,0.4459032343702571,0.027262267686126107,-0.5168356270200232,-1.6415297375285258,0.8460132638301228,-0.008457097365423308
776А-C1,0.6673040020416862,0.3104197769487814,-0.6539688278075327,-0.6059200010598271,-0.9913056634267262,0.9315521637988179,0.300951581993219
776А-C2,0.5894860875299848,0.779202051247757,0.5544296159890164,-0.20458005971883075,-1.8494626480518574,0.590455508768464,-0.5315898154184336
777А-B1,0.43469913474307803,0.5019453033996392,0.18459752986026878,0.11163377709222012,0.04170588723307009,0.4239427399847532,-1.9953950264287874
777А-B2,0.46330789961844404,0.6483667230835565,0.5707714471392419,0.48371054932224244,-0.3585282779713852,0.3004750183877226,-2.048193969001719
777А-C1,0.26284803354439906,0.44465415407878944,0.38203079283454233,0.32758404876015784,-0.0981461433146622,0.5900016361632613,-2.0671113693971135
777А-C2,0.15927774901650688,0.5636006709953817,0.6723726499080264,0.5828968862661816,-0.17700080920442995,0.2852869159215164,-2.3059060798652107
778А-B1,0.5656146233083039,0.0341982831199541,-0.6048299696406746,-0.7730402358905532,-0.9926205273680153,0.9884315399120013,0.43094881157275794
778А-B2,0.636365235741738,0.20544176122946478,-0.1260746172570159,-0.37688809798282685,-1.465646136636997,0.5141278415884827,0.2532913529506416
778А-C1,0.3819402496336964,-0.19451687420756353,-0.5132340848170563,-0.5979696666583443,-0.22352875128708188,0.7806828342946848,0.3241291885807338
778А-C2,0.6290800643982085,0.5660507644171002,0.3154841847881155,-0.09631193663951493,-1.6434918656843513,0.5759889007994189,-0.43298513943118916
779А-B1,0.5085784372480883,0.2892372877168458,-0.09844941781437437,0.22512788520504973,0.11905413365772563,0.3403193677498571,-1.4833391498225503
779А-B2,0.5841560806577949,0.28880480369938105,0.31246018529904523,0.4567578412038697,-0.0754836655942404,-0.009935162434374178,-2.2672328459717184
779А-C1,0.5635354224694313,0.5023691230679849,0.2335801913894415,0.281013022122526,0.03604530289957801,0.3189040597508433,-2.1289918338697817
779А-C2,0.1654482895740628,0.5765494042110326,0.5904426443136875,0.589949421787945,-0.19206830396604957,-0.2088989363820903,-2.722446745762721
780А-B1,0.34282663901681176,0.3322463033870555,-0.6628807948190321,-0.4630558496649319,-0.3519082936059974,0.5742686829378632,0.011042694013172462
780А-B2,0.871856386884486,0.40749936180204327,0.05582307386497399,-0.5628902130708252,-1.4098974115046512,0.8172630679207696,-0.4980678590476834
780А-C1,0.5418546255005445,0.12404709167006318,-0.10538015397558231,-0.8063392284947377,-1.1091866784407431,1.0553738782617268,0.13543315892228816
780А-C2,0.8155204176290908,0.780561032833682,0.5505588217063592,-0.37022015909441675,-1.2759266153665094,0.5864688097067172,-1.1164787266949892
